,Tanggal,Jam,Deskripsi Produk,Jumlah Barang
4156,12-09-2020,21:56:24,"French Fries, Reguler",1
4157,12-09-2020,21:54:56,"Bundling, Iced Latte + Cireng",1
4158,12-09-2020,21:54:56,"Vietnam Drip, Hot",1
4159,12-09-2020,21:52:14,"Coffee Crema,",1
4160,12-09-2020,21:52:14,"French Fries, Reguler",1
4161,12-09-2020,21:52:14,"Vanilla Milk, Hot",1
4162,12-09-2020,21:42:56,"French Fries, Reguler",1
4163,12-09-2020,21:42:56,"Vanilla Milk, Hot",1
4164,12-09-2020,21:41:15,"Bowl Ayam Teriyaki,",1
4165,12-09-2020,20:52:01,"Coffee Crema,",1
4166,12-09-2020,20:46:07,"Coffee Crema,",1
4167,12-09-2020,20:46:07,"Indomie Rebus, Reguler",1
4168,12-09-2020,20:46:07,"Vietnam Drip, Hot",1
4169,12-09-2020,20:46:07,telur,1
4170,12-09-2020,20:41:00,"Vietnam Drip, Ice",1
4171,12-09-2020,20:07:20,"Vanilla Milk, Hot",3
4172,12-09-2020,20:07:20,"V-60, Original",1
4173,12-09-2020,20:07:20,"Choco Latte, Hot",1
4174,12-09-2020,20:07:20,"Cireng , Reguler",1
4175,12-09-2020,20:07:20,"Piccolo, Hot",1
4176,12-09-2020,20:07:20,"Extra Shoot,",1
4177,12-09-2020,19:10:10,"Choco Hazelnut, Ice",2
4178,12-09-2020,19:10:10,"Choco Latte, Ice",1
4179,12-09-2020,19:10:10,"Hazelnut,",1
4180,12-09-2020,19:10:10,"Vanilla Milk, Hot",1
4181,12-09-2020,19:07:28,"Cinnamon Coffee,",1
4182,12-09-2020,19:07:28,"Gula Aren, Original",1
4183,12-09-2020,19:07:28,"Cafe Latte, Flavour",1
4184,12-09-2020,19:07:28,choco hzlnt + cireng (elif),1
4185,12-09-2020,18:47:46,"V-60, Japstyle",1
4186,12-09-2020,18:47:46,"V-60, Original",1
4187,12-09-2020,18:47:46,"Butter Scotch, Ice",2
4188,12-09-2020,18:47:46,"Gula Aren, Original",1
4189,12-09-2020,18:47:46,"Choco Latte, Ice",2
4190,12-09-2020,18:23:08,"Coffee Crema,",1
4191,12-09-2020,18:16:36,"Butter Scotch, Ice",1
4192,12-09-2020,18:07:11,"Choco Hazelnut, Ice",2
4193,12-09-2020,18:07:11,"Vanilla Milk, Hot",1
4194,12-09-2020,17:55:41,"Choco Hazelnut, Ice",2
4195,12-09-2020,17:55:41,"Cinnamon Coffee,",1
4196,12-09-2020,17:55:41,"Bundling, Cinnamon Coffee + French Fries",1
4197,12-09-2020,17:55:41,"Gula Aren, Original",1
4198,12-09-2020,17:55:41,"Mochacino, Ice",1
4199,12-09-2020,17:52:45,"V-60, Japstyle",1
4200,12-09-2020,17:52:27,"Americano, Hot",3
4201,12-09-2020,17:52:27,"Cireng , Reguler",1
4202,12-09-2020,17:15:53,"Americano, Hot",1
4203,12-09-2020,16:20:32,"Hazelnut,",1
4204,12-09-2020,16:16:39,"Tea, Ice Tea",1
4205,12-09-2020,15:47:07,Lemon Tea Ice,4
4206,12-09-2020,15:31:27,"Americano, Ice",1
4207,12-09-2020,15:27:29,"Hazelnut,",1
4208,12-09-2020,14:17:10,"Rum,",1
4209,11-09-2020,22:38:15,"Gula Aren, Original",1
4210,11-09-2020,21:13:49,"Indomie Goreng, Reguler",1
4211,11-09-2020,21:13:49,indomie+ telor ayah,1
4212,11-09-2020,21:02:36,"Rum,",2
4213,11-09-2020,21:02:36,"Cinnamon Coffee,",1
4214,11-09-2020,21:02:36,"Coffee Beer,",2
4215,11-09-2020,20:37:06,"Indomie Goreng, Telur",1
4216,11-09-2020,20:37:06,"Butter Scotch, Ice",1
4217,11-09-2020,20:13:27,"Bundling, Iced Latte + Cireng",1
4218,11-09-2020,20:13:27,"Butter Scotch, Ice",1
4219,11-09-2020,20:13:27,"Cinnamon Coffee,",1
4220,11-09-2020,19:47:37,lemon,1
4221,11-09-2020,19:42:15,"Bundling, Iced Latte + Cireng",1
4222,11-09-2020,19:42:15,"Vanilla Milk, Hot",1
4223,11-09-2020,19:33:12,indo++,1
4224,11-09-2020,19:32:35,"Bundling, Iced Latte + Cireng",1
4225,11-09-2020,19:32:35,"V-60, Japstyle",1
4226,11-09-2020,19:13:57,"Bundling, Espresso Based + Choco Velvet",1
4227,11-09-2020,18:33:21,"Gula Aren, Original",1
4228,11-09-2020,18:12:23,"Tea, Ice Tea",1
4229,11-09-2020,18:12:23,esoresso,1
4230,10-09-2020,21:21:39,"Vanilla Milk, Hot",1
4231,10-09-2020,21:21:39,coffee beer + ayam triyaki,1
4232,10-09-2020,20:58:57,"Tea, Milk Tea",1
4233,10-09-2020,20:21:00,"Gula Aren, Original",1
4234,10-09-2020,20:19:15,"Bundling, Cinnamon Coffee + French Fries",1
4235,10-09-2020,20:19:15,"Bundling, Espresso Based + Choco Velvet",1
4236,10-09-2020,20:02:41,"Mochacino, Ice",1
4237,10-09-2020,20:02:09,"Mochacino, Ice",2
4238,10-09-2020,19:50:43,"Bundling, Iced Latte + Cireng",1
4239,10-09-2020,19:50:43,"Bundling, Espresso Based + Choco Velvet",1
4240,10-09-2020,19:50:43,"V-60, Japstyle",1
4241,10-09-2020,19:50:43,"Cireng , Reguler",1
4242,10-09-2020,18:06:26,"Indomie Rebus, Reguler",1
4243,10-09-2020,18:06:26,"Cireng , Reguler",1
4244,10-09-2020,17:49:29,"Gula Aren, Original",1
4247,10-09-2020,17:37:50,"Cinnamon Coffee,",1
4248,10-09-2020,17:22:49,"V-60, Original",1
4249,10-09-2020,17:11:45,"Tea, Thai Tea Hot",1
4250,10-09-2020,17:05:21,"Tea, Thai Tea Hot",1
4251,10-09-2020,17:05:21,"Indomie Rebus, Reguler",1
4252,10-09-2020,17:05:21,"V-60, Japstyle",1
4253,10-09-2020,17:05:21,"V-60, Original",1
4254,10-09-2020,16:32:16,"Cafe Latte, Flavour",1
4255,10-09-2020,16:32:16,"Tea, Thai Tea Hot",1
4256,10-09-2020,16:32:16,"V-60, Original",1
4257,10-09-2020,16:32:16,"Vanilla Milk, Hot",1
4258,10-09-2020,16:32:16,"Vietnam Drip, Ice",1
4260,10-09-2020,14:31:07,"Vanilla Milk, Hot",1
4261,10-09-2020,14:12:54,"Americano, Hot",2
4262,10-09-2020,14:12:54,beer,1
4263,09-09-2020,21:46:26,"Piccolo, Hot",1
4264,09-09-2020,21:27:30,"Butter Scotch, Ice",1
4265,09-09-2020,21:27:30,"Coffee Beer,",1
4266,09-09-2020,21:25:24,"Gula Aren, Original",1
4267,09-09-2020,21:22:40,"Butter Scotch, Ice",1
4268,09-09-2020,21:22:40,"Gula Aren, Original",1
4269,09-09-2020,20:24:30,"Cafe Latte, Flavour",1
4270,09-09-2020,20:24:30,"Cafe Latte, Original",2
4271,09-09-2020,19:59:54,"Gula Aren, Original",1
4272,09-09-2020,19:58:23,"Bundling, Iced Latte + Cireng",2
4273,09-09-2020,19:58:23,"Choco Hazelnut, Ice",2
4274,09-09-2020,19:58:23,"V-60, Original",1
4279,09-09-2020,18:15:47,"Bundling, Iced Latte + Cireng",1
4280,09-09-2020,17:02:01,"Bundling, Iced Latte + Cireng",1
4281,09-09-2020,17:02:01,"V-60, Original",1
4282,09-09-2020,16:27:32,"Chocho Velvet,",1
4283,09-09-2020,15:02:08,"Piccolo, Ice",1
4284,09-09-2020,14:28:37,"Coffee Crema,",1
4285,09-09-2020,14:28:37,"Gula Aren, Original",1
4286,08-09-2020,23:20:26,"Coffee Beer,",2
4287,08-09-2020,23:20:26,"Gula Aren, Original",1
4288,08-09-2020,23:20:26,"Thai tea, ice",1
4289,08-09-2020,21:29:52,"Cinnamon Coffee,",1
4290,08-09-2020,21:29:52,"Gula Aren, Brown Sugar",1
4291,08-09-2020,21:29:52,"Gula Aren, Flavour",1
4292,08-09-2020,21:12:11,"Cinnamon Coffee,",1
4293,08-09-2020,20:55:29,"Cafe Latte, Flavour",1
4294,08-09-2020,20:55:29,"Cireng , Reguler",1
4295,08-09-2020,20:55:29,"Gula Aren, Flavour",1
4296,08-09-2020,20:55:29,hot lemon tea,1
4297,08-09-2020,20:55:29,indomie + ayam + telor,1
4298,08-09-2020,20:55:29,indomie double (harun),1
4299,08-09-2020,20:55:29,indomie double + ayam + telor,1
4300,08-09-2020,20:38:21,"Bowl Ayam Teriyaki,",2
4301,08-09-2020,20:38:21,"Choco Latte, Ice",1
4302,08-09-2020,20:38:21,"Gula Aren, Flavour",1
4303,08-09-2020,20:38:21,"Gula Aren, Original",2
4304,08-09-2020,20:38:21,mie teriyaki,1
4305,08-09-2020,20:38:21,shake,1
4306,08-09-2020,19:46:17,"Bowl Ayam Sauce Mentega, Reguler",1
4307,08-09-2020,19:46:17,"Choco Hazelnut, Ice",1
4308,08-09-2020,19:46:17,"Choco Latte, Hot",1
4309,08-09-2020,19:46:17,"Cinnamon Coffee,",1
4310,08-09-2020,19:46:17,"V-60, Japstyle",1
4311,08-09-2020,19:46:17,Bundling,1
4312,08-09-2020,19:46:17,french fries,1
4313,08-09-2020,19:11:20,cina,1
4314,08-09-2020,18:54:45,cina,1
4315,08-09-2020,18:54:45,lemon,1
4316,08-09-2020,18:00:30,"Gula Aren, Brown Sugar",1
4317,08-09-2020,18:00:30,"Gula Aren, Flavour",1
4318,08-09-2020,18:00:30,"Vietnam Drip, Ice",1
4319,08-09-2020,17:17:08,"Cinnamon Coffee,",1
4320,08-09-2020,17:17:08,"Cireng , Reguler",1
4321,08-09-2020,17:17:08,"Milk Tea, Hot",1
4322,08-09-2020,17:13:45,"Cafe Latte, Flavour",1
4323,08-09-2020,17:13:45,"Cafe Latte, Original",1
4324,08-09-2020,17:13:45,"Choco Latte, Ice",2
4325,08-09-2020,17:13:45,"V-60, Japstyle",1
4326,08-09-2020,16:35:55,"Mochacino, Ice",2
4327,08-09-2020,16:35:55,cina,1
4328,08-09-2020,14:50:08,"Mochacino, Ice",1
4329,08-09-2020,14:50:08,"Vietnam Drip, Ice",1
4330,08-09-2020,14:50:08,cinamon,1
4331,07-09-2020,23:04:15,"Bowl Ayam Teriyaki,",1
4332,07-09-2020,23:04:15,"Coffee Beer,",1
4333,07-09-2020,23:04:15,"Doppio,",1
4334,07-09-2020,21:33:42,teh,1
4335,07-09-2020,21:28:45,"Bowl Ayam Sauce Asam Manis, Reguler",1
4336,07-09-2020,21:28:45,"Bowl Ayam Sauce Mentega, Reguler",1
4337,07-09-2020,21:28:45,"Coffee Beer,",1
4338,07-09-2020,21:28:45,"Gula Aren, Flavour",1
4339,07-09-2020,21:17:13,"Mochacino, Ice",1
4340,07-09-2020,21:17:13,teh,1
4341,07-09-2020,20:11:58,"Bowl Ayam Sauce Asam Manis, Reguler",1
4342,07-09-2020,20:11:58,"Bowl Ayam Sauce Bbq, Reguler",1
4343,07-09-2020,20:11:58,"Coffee Beer,",1
4344,07-09-2020,20:11:58,"Gula Aren, Flavour",1
4345,07-09-2020,20:11:58,"Mochacino, Ice",3
4346,07-09-2020,20:11:58,"Vietnam Drip, Hot",1
4347,07-09-2020,20:11:58,lemon tea,1
4348,07-09-2020,19:14:26,"Bowl Ayam Sauce Asam Manis, Reguler",1
4349,07-09-2020,19:14:26,"Cafe Latte, Flavour",1
4350,07-09-2020,19:14:26,"Coffee Beer,",2
4351,07-09-2020,19:14:26,"Gula Aren, Flavour",4
4352,07-09-2020,19:14:26,"Indomie Rebus, Reguler",1
4353,07-09-2020,19:14:26,"Martini,",1
4354,07-09-2020,19:14:26,"Mochacino, Ice",3
4355,07-09-2020,19:14:26,"Piccolo, Ice",1
4356,07-09-2020,19:14:26,"Vietnam Drip, Hot",1
4357,07-09-2020,18:09:22,"Mochacino, Ice",1
4358,07-09-2020,17:40:15,"Gula Aren, Brown Sugar",1
4359,07-09-2020,17:34:10,"Bowl Ayam Sauce Asam Manis, Reguler",1
4360,07-09-2020,17:23:23,"Gula Aren, Flavour",1
4361,07-09-2020,17:23:23,"Mochacino, Ice",2
4362,07-09-2020,17:23:23,"Piccolo, Ice",1
4363,07-09-2020,16:28:56,"Gula Aren, Flavour",1
4364,07-09-2020,16:15:00,"Cafe Latte, Flavour",4
4365,07-09-2020,16:15:00,"Tea, Ice Tea",1
4366,06-09-2020,22:26:28,"Cireng , Reguler",4
4367,06-09-2020,21:48:01,"Americano, Hot",1
4368,06-09-2020,21:48:01,"Mochacino, Ice",1
4369,06-09-2020,21:48:01,"V-60, Original",1
4370,06-09-2020,21:31:05,rice bowl,1
4371,06-09-2020,21:01:28,cireng,1
4372,06-09-2020,20:52:02,rich bowl,1
4373,06-09-2020,20:44:23,"Choco Latte, Ice",1
4374,06-09-2020,20:43:49,"Piccolo, Ice",1
4375,06-09-2020,20:36:29,"Cafe Latte, Original",1
4376,06-09-2020,20:36:29,"Gula Aren, Brown Sugar",1
4377,06-09-2020,20:03:41,"Chocho Velvet,",1
4378,06-09-2020,19:42:58,"Coffee Crema,",1
4379,06-09-2020,19:42:58,"Mochacino, Ice",1
4380,06-09-2020,19:24:40,"Americano, Hot",2
4381,06-09-2020,19:24:40,"Chocho Velvet,",2
4382,06-09-2020,19:24:40,"Mochacino, Ice",2
4383,06-09-2020,19:05:54,"Choco Latte, Hot",1
4384,06-09-2020,19:05:54,"Gula Aren, Brown Sugar",1
4385,06-09-2020,19:05:54,"Gula Aren, Flavour",2
4386,06-09-2020,19:05:54,"Gula Aren, Original",1
4387,06-09-2020,19:05:54,"Vietnam Drip, Hot",1
4388,06-09-2020,18:00:24,"Gula Aren, Brown Sugar",1
4389,06-09-2020,18:00:24,"Gula Aren, Flavour",3
4390,06-09-2020,17:51:18,"Gula Aren, Flavour",1
4391,06-09-2020,17:49:04,"Cafe Latte, Flavour",1
4392,06-09-2020,17:49:04,"Cappuchino, Classic",1
4393,06-09-2020,17:49:04,"Cappuchino, Ice",1
4394,06-09-2020,17:49:04,"Piccolo, Ice",2
4395,06-09-2020,17:10:51,"Cafe Latte, Flavour",1
4396,06-09-2020,16:46:42,"Cafe Latte, Original",1
4397,06-09-2020,16:46:42,"Long Black,",1
4398,06-09-2020,15:54:34,"Extra Shoot,",1
4399,06-09-2020,15:54:34,"Gula Aren, Flavour",1
4400,06-09-2020,01:12:15,"Americano, Hot",1
4401,05-09-2020,22:55:54,"Cafe Latte, Flavour",1
4402,05-09-2020,22:33:36,"Cafe Latte, Flavour",2
4403,05-09-2020,22:33:36,"Cafe Latte, Original",1
4404,05-09-2020,22:04:28,"Doppio,",1
4405,05-09-2020,22:04:28,"Tea, Ice Tea",1
4406,05-09-2020,21:26:43,"Cafe Latte, Flavour",1
4407,05-09-2020,21:26:43,"Choco Latte, Ice",2
4408,05-09-2020,21:26:43,"Gula Aren, Flavour",2
4409,05-09-2020,21:15:44,"Choco Latte, Ice",1
4410,05-09-2020,21:15:44,"Gula Aren, Flavour",1
4411,05-09-2020,20:52:21,"Cafe Latte, Original",1
4412,05-09-2020,20:48:01,milk sk,1
4413,05-09-2020,20:46:44,"Choco Latte, Ice",1
4414,05-09-2020,20:46:44,milk sk,1
4415,05-09-2020,20:21:41,"Tea, Ice Tea",1
4416,05-09-2020,20:21:23,"Choco Latte, Ice",1
4417,05-09-2020,20:21:23,"Tea, Ice Tea",1
4418,05-09-2020,20:21:03,"Choco Latte, Ice",1
4419,05-09-2020,20:21:03,"Gula Aren, Flavour",1
4420,05-09-2020,19:40:17,"Americano, Ice",1
4421,05-09-2020,19:40:17,"Vietnam Drip, Ice",1
4422,05-09-2020,19:16:31,"Gula Aren, Flavour",1
4423,05-09-2020,19:12:47,"Cafe Latte, Original",1
4424,05-09-2020,19:12:47,"Gula Aren, Original",2
4425,05-09-2020,19:12:47,"Tea, Ice Tea",2
4426,05-09-2020,19:12:47,"Piccolo, Ice",1
4427,05-09-2020,19:12:36,"Americano, Hot",1
4428,05-09-2020,19:12:36,"Gula Aren, Flavour",1
4429,05-09-2020,19:12:27,"Choco Latte, Ice",2
4430,05-09-2020,19:12:27,"Gula Aren, Flavour",2
4431,05-09-2020,19:12:27,"Tea, Ice Tea",3
4432,05-09-2020,19:11:30,"Choco Latte, Ice",1
4433,05-09-2020,19:11:30,"Gula Aren, Flavour",1
4434,31-08-2020,17:47:57,"Gula Aren, Original",2
4435,30-08-2020,20:07:03,"Gula Aren, Original",2
4436,30-08-2020,20:07:03,"To - Brew,",1
4437,30-08-2020,20:07:03,"V-60, Japstyle",3
4438,28-08-2020,23:13:37,"Gula Aren, Original",2
4439,28-08-2020,20:54:14,"Gula Aren, Original",1
4440,28-08-2020,20:54:14,"To - Brew,",1
4441,28-08-2020,20:54:14,"V-60, Japstyle",1
4442,27-08-2020,21:36:14,"Gula Aren, Original",2
4443,27-08-2020,21:36:14,"Martini,",1
4444,27-08-2020,21:36:14,"V-60, Japstyle",1
4445,26-08-2020,19:55:12,"Gula Aren, Original",7
4446,26-08-2020,19:55:12,"Vietnam Drip, Hot",1
4447,23-08-2020,21:52:25,"Americano, Hot",1
4448,23-08-2020,21:52:25,"Cafe Latte, Original",4
4449,23-08-2020,21:52:25,"Gula Aren, Original",2
4450,23-08-2020,21:52:25,"V-60, Japstyle",1
4451,22-08-2020,21:45:29,"Gula Aren, Original",2
4452,22-08-2020,18:03:20,"Gula Aren, Original",1
4453,22-08-2020,18:03:20,"Long Black,",1
4454,22-08-2020,18:03:20,"Mochacino, Hot",2
4455,22-08-2020,18:03:20,"To - Brew,",1
4456,22-08-2020,18:02:39,"Gula Aren, Flavour",1
4457,22-08-2020,18:02:39,"Gula Aren, Original",2
4458,20-08-2020,20:33:56,"Choco Latte, Hot",2
4459,20-08-2020,20:33:56,"Gula Aren, Original",1
4460,20-08-2020,20:33:56,"Piccolo, Hot",1
4461,19-05-2020,22:18:01,"Choco Latte, Ice",3
4462,19-05-2020,22:18:01,"Gula Aren, Original",3
4463,19-05-2020,22:18:01,"Flat White,",1
4464,19-05-2020,22:18:01,"Cafe Latte, Original",1
4465,19-05-2020,22:18:01,"Shake Presso, Original",1
4466,19-05-2020,19:36:19,"Long Black,",1
4467,19-05-2020,19:36:19,"Choco Latte, Ice",1
4468,19-05-2020,19:36:19,"Cappuchino, Classic",1
4469,19-05-2020,19:13:09,"Gula Aren, Original",1
4470,19-05-2020,18:42:47,"Gula Aren, Original",3
4471,17-05-2020,22:36:09,"Cafe Latte, Flavour",3
4472,17-05-2020,22:03:04,"Mochacino, Ice",1
4473,17-05-2020,21:43:31,"Cafe Latte, Flavour",2
4474,17-05-2020,21:43:31,"Japanese Ice, Signature",1
4475,17-05-2020,21:43:31,"Gula Aren, Original",2
4476,17-05-2020,21:43:31,"Choco Latte, Ice",1
4477,17-05-2020,21:43:31,"Red Velvet, Ice",3
4478,17-05-2020,21:43:31,"Long Black,",1
4479,16-04-2020,21:47:08,"Long Black,",1
4480,16-04-2020,21:47:08,"Vietnam Drip, Hot",1
4481,16-04-2020,21:46:49,"Cappuchino, Classic",1
4482,16-04-2020,21:46:33,"Cafe Latte, Flavour",2
4483,15-04-2020,20:14:22,"Gula Aren, Original",1
4484,15-04-2020,19:07:11,"Cafe Latte, Flavour",1
4485,15-04-2020,19:07:11,"Vietnam Drip, Hot",1
4486,15-04-2020,19:07:11,"Flat White,",1
4487,14-04-2020,20:37:07,"Cafe Latte, Flavour",1
4488,14-04-2020,18:05:12,"Matcha Latte, Ice",1
4489,14-04-2020,17:04:38,"Doppio,",8
4490,14-04-2020,16:41:39,"Gula Aren, Original",3
4491,13-04-2020,20:09:08,"Shake Presso, Lemon",2
4492,13-04-2020,19:24:26,"Flat White,",1
4493,13-04-2020,19:24:10,"Doppio,",1
4494,13-04-2020,19:23:11,"Lemon Tea, Ice",2
4495,13-04-2020,19:22:49,"Gula Aren, Original",1
4496,13-04-2020,16:00:11,"Red Velvet, Ice",1
4497,13-04-2020,15:59:52,"Shake Presso, Lemon",1
4498,13-04-2020,15:40:02,"Flat White,",1
4499,12-04-2020,18:13:02,"Vietnam Drip, Hot",1
4500,12-04-2020,17:21:11,"Japanese Ice, Signature",1
4501,12-04-2020,17:21:11,"Americano, Ice",1
4502,12-04-2020,17:19:44,"Flat White,",1
4503,12-04-2020,17:19:44,"Long Black,",1
4504,11-04-2020,19:49:43,"Cappuchino, Classic",1
4505,11-04-2020,18:25:00,"Choco Latte, Ice",1
4506,11-04-2020,18:25:00,"Gula Aren, Original",4
4507,11-04-2020,18:25:00,"Cafe Latte, Flavour",1
4508,10-04-2020,19:06:18,"Gula Aren, Original",1
4509,10-04-2020,19:04:49,"V-60, Japstyle",2
4510,10-04-2020,19:04:33,"Cafe Latte, Flavour",1
4511,10-04-2020,19:04:17,"Flat White,",1
4512,10-04-2020,19:04:17,"Choco Latte, Hot",1
4513,09-04-2020,19:35:46,"Cafe Latte, Original",1
4514,09-04-2020,17:31:20,"Vietnam Drip, Hot",1
4515,09-04-2020,17:30:21,"Vanilla Milk, Ice",1
4516,09-04-2020,17:29:32,"Cappuchino, Classic",1
4517,09-04-2020,17:29:32,"Americano, Ice",1
4518,09-04-2020,17:28:27,"Gula Aren, Original",1
4519,09-04-2020,14:58:57,"Shake Presso, Original",2
4520,08-04-2020,18:03:37,"Shake Presso, Original",1
4521,08-04-2020,18:03:37,"Gula Aren, Original",1
4522,08-04-2020,12:57:13,"Cafe Latte, Original",1
4523,08-04-2020,12:57:13,"Gula Aren, Original",2
4524,08-04-2020,12:57:13,"Japanese Ice, Signature",1
4525,07-04-2020,20:24:53,"Cappuchino, Classic",1
4526,07-04-2020,16:34:52,"Dragon Tea, Hot",1
4527,07-04-2020,16:34:35,"Americano, Ice",1
4528,07-04-2020,16:34:22,"Choco Latte, Ice",1
4529,06-04-2020,18:06:23,"Soft Cookies, Cookies only",5
4530,06-04-2020,17:51:59,"Mochacino, Hot",1
4531,06-04-2020,17:51:25,"Coffee Crema,",1
4532,06-04-2020,16:12:33,"Doppio,",1
4533,06-04-2020,16:12:11,"Cappuchino, Classic",1
4534,06-04-2020,16:12:11,"Gula Aren, Original",1
4535,06-04-2020,16:12:11,"Cafe Latte, Flavour",2
4536,05-04-2020,18:08:37,"Gula Aren, Original",1
4537,05-04-2020,18:08:20,"Cafe Latte, Flavour",1
4538,05-04-2020,18:08:20,"Gula Aren, Original",1
4539,05-04-2020,18:07:59,"Shake Presso, Original",1
4540,05-04-2020,17:29:51,"Shake Presso, Original",1
4541,05-04-2020,17:29:38,"Doppio,",1
4542,05-04-2020,17:29:38,"Gula Aren, Original",1
4543,05-04-2020,17:29:19,"Cappuchino, Classic",1
4544,04-04-2020,18:53:10,"Cafe Latte, Flavour",1
4545,04-04-2020,17:31:50,"To - Brew,",1
4546,04-04-2020,16:12:00,"Lemon Tea, Ice",1
4547,04-04-2020,16:04:31,"Shake Presso, Original",1
4548,04-04-2020,16:02:09,"Vietnam Drip, Hot",1
4549,04-04-2020,16:02:09,"Cafe Latte, Flavour",1
4550,03-04-2020,16:28:29,"Lemon Tea, Ice",1
4551,03-04-2020,16:28:15,"To - Brew,",1
4552,03-04-2020,16:28:05,"Americano, Ice",1
4553,03-04-2020,15:23:40,"Lemon Tea, Ice",1
4554,03-04-2020,15:05:02,"Cafe Latte, Flavour",1
4555,03-04-2020,13:50:36,"Long Black,",5
4556,02-04-2020,18:08:26,"Gula Aren, Original",1
4557,02-04-2020,17:55:02,"Shake Presso, Original",1
4558,02-04-2020,16:46:16,"Japanese Ice, Signature",1
4559,02-04-2020,16:46:01,"Long Black,",1
4560,02-04-2020,14:24:55,"Soft Cookies, + Drink",2
4563,01-04-2020,18:49:09,"Gula Aren, Original",1
4564,01-04-2020,17:13:17,"Shake Presso, Original",1
4565,01-04-2020,14:54:19,"Choco Latte, Ice",1
4566,01-04-2020,14:54:19,"Gula Aren, Original",1
4567,01-04-2020,14:53:47,"Mochacino, Ice",1
4568,18-03-2020,19:23:00,"Shake Presso, Original",1
4569,18-03-2020,19:23:00,"Cafe Latte, Flavour",1
4570,18-03-2020,19:22:08,"Vietnam Drip, Hot",2
4571,18-03-2020,19:22:08,"To - Brew,",1
4572,18-03-2020,19:22:08,"Lemon Tea, Ice",2
4573,18-03-2020,19:22:08,"Choco Latte, Hot",1
4574,18-03-2020,17:55:49,"Gula Aren, Original",2
4575,18-03-2020,17:55:49,"Red Velvet, Hot",1
4576,18-03-2020,16:22:22,"Cafe Latte, Original",1
4577,18-03-2020,15:18:08,"Mochacino, Ice",1
4578,17-03-2020,21:40:49,"Cappuchino, Classic",1
4579,17-03-2020,21:38:52,"Shake Presso, Original",1
4580,17-03-2020,19:37:50,"Matcha Latte, Hot",1
4581,17-03-2020,19:37:50,"Gula Aren, Original",1
4582,17-03-2020,18:55:04,"Dragon Tea, Hot",1
4583,17-03-2020,18:43:46,"Vietnam Drip, Hot",1
4584,17-03-2020,18:43:32,"Long Black,",1
4585,17-03-2020,17:33:55,"Choco Latte, Ice",1
4586,17-03-2020,17:15:59,"Japanese Pudding, + Drink",2
4587,17-03-2020,16:58:21,"Vanilla Milk, Ice",1
4590,17-03-2020,15:32:52,"Shake Presso, Original",1
4591,17-03-2020,15:32:52,"Gula Aren, Original",1
4592,17-03-2020,15:32:34,"Shake Presso, Original",1
4593,17-03-2020,15:32:34,"Mochacino, Ice",1
4594,16-03-2020,19:44:01,"Choco Latte, Ice",1
4595,16-03-2020,19:44:01,"Gula Aren, Original",1
4596,16-03-2020,19:09:59,"Lemon Tea, Ice",1
4597,16-03-2020,18:56:56,"Cappuchino, Classic",1
4598,16-03-2020,17:10:03,"Cafe Latte, Original",1
4599,16-03-2020,17:03:19,"Lemon Tea, Ice",1
4600,16-03-2020,17:03:19,"Gula Aren, Original",1
4601,16-03-2020,16:33:23,"Lemon Tea, Ice",1
4602,16-03-2020,15:08:53,"Choco Latte, Hot",1
4603,16-03-2020,15:08:53,"Cappuchino, Classic",1
4604,16-03-2020,15:08:32,"To - Brew,",2
4605,16-03-2020,15:08:04,"Cafe Latte, Original",1
4606,16-03-2020,15:08:04,"Doppio,",1
4607,16-03-2020,15:08:04,"Lemon Tea, Ice",1
4608,15-03-2020,23:11:11,"Flat White,",1
4609,15-03-2020,22:18:15,"Lemon Tea, Ice",1
4610,15-03-2020,22:17:01,"Gula Aren, Original",1
4611,15-03-2020,19:06:43,"Shake Presso, Original",1
4612,15-03-2020,19:06:43,"Extra Shoot,",1
4613,15-03-2020,19:06:07,"Cappuchino, Classic",1
4614,15-03-2020,19:04:45,"Vanilla Milk, Hot",2
4615,15-03-2020,18:33:19,"Dot Coffee,",1
4616,15-03-2020,17:29:57,"Shake Presso, Original",1
4617,15-03-2020,17:29:57,"Gula Aren, Original",2
4618,15-03-2020,17:29:57,"Doppio,",1
4619,15-03-2020,01:42:49,"Thai Tea, Hot",1
4620,15-03-2020,00:26:20,"Cafe Latte, Flavour",1
4621,15-03-2020,00:26:20,"Gula Aren, Original",1
4622,15-03-2020,00:25:33,"Shake Presso, Lemon",1
4625,14-03-2020,22:50:31,"Long Black,",1
4626,14-03-2020,22:50:31,"Extra Shoot,",1
4627,14-03-2020,22:50:31,"Lemon Tea, Ice",1
4628,14-03-2020,22:50:31,"Gula Aren, Flavour",1
4629,14-03-2020,22:20:29,"Cafe Latte, Original",1
4630,14-03-2020,22:20:29,"Lemon Tea, Ice",1
4631,14-03-2020,22:20:29,"Americano, Ice",1
4632,14-03-2020,20:23:41,"Cafe Latte, Flavour",1
4633,14-03-2020,20:23:41,"Choco Latte, Hot",1
4634,14-03-2020,18:19:39,"Red Velvet, Hot",1
4635,14-03-2020,18:19:39,"Matcha Latte, Hot",1
4636,14-03-2020,18:19:22,"Flat White,",1
4637,14-03-2020,18:19:22,"Choco Latte, Ice",1
4638,14-03-2020,18:19:00,"Vietnam Drip, Hot",1
