No Faktur,Tanggal,Nama Outlet,Nama Kasir,Jam,Deskripsi Produk,Modifier,Jumlah Barang,Jumlah dibatalkan,Harga Per Barang,Jumlah Harga,Diskon Per Barang,Tipe Diskon per Barang,Diskon Transaksi,Tipe Diskon Transaksi,Pajak,Subtotal,Status,Metode Pembayaran,No. Referensi
35121Y6V,07-09-2020,Tovi Kohi,Igoy,21:28:45,"Bowl Ayam Sauce Mentega, Reguler",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
35121Y6V,07-09-2020,Tovi Kohi,Igoy,21:28:45,"Coffee Beer,",,1,0,20000,20000,0,,0,,0,20000,Transaksi,CASH,
35121Y6V,07-09-2020,Tovi Kohi,Igoy,21:28:45,"Gula Aren, Flavour",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
35121QYP,07-09-2020,Tovi Kohi,Pipah,21:17:13,"Mochacino, Ice",,1,0,20000,20000,0,,0,,0,20000,Transaksi,CASH,
35121QYP,07-09-2020,Tovi Kohi,Pipah,21:17:13,teh,,1,0,6000,6000,0,,0,,0,6000,Transaksi,CASH,
35120GLV,07-09-2020,Tovi Kohi,Igoy,20:11:58,"Bowl Ayam Sauce Asam Manis, Reguler",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
35120GLV,07-09-2020,Tovi Kohi,Igoy,20:11:58,"Bowl Ayam Sauce Bbq, Reguler",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
35120GLV,07-09-2020,Tovi Kohi,Igoy,20:11:58,"Coffee Beer,",,1,0,20000,20000,0,,0,,0,20000,Transaksi,CASH,
35120GLV,07-09-2020,Tovi Kohi,Igoy,20:11:58,"Gula Aren, Flavour",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
35120GLV,07-09-2020,Tovi Kohi,Igoy,20:11:58,"Mochacino, Ice",,3,0,20000,60000,0,,0,,0,60000,Transaksi,CASH,
35120GLV,07-09-2020,Tovi Kohi,Igoy,20:11:58,"Vietnam Drip, Hot",,1,0,14000,14000,0,,0,,0,14000,Transaksi,CASH,
35120GLV,07-09-2020,Tovi Kohi,Igoy,20:11:58,lemon tea,,1,0,7000,7000,0,,0,,0,7000,Transaksi,CASH,
35119YD0,07-09-2020,Tovi Kohi,Igoy,19:14:26,"Bowl Ayam Sauce Asam Manis, Reguler",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
35119YD0,07-09-2020,Tovi Kohi,Igoy,19:14:26,"Cafe Latte, Flavour",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
35119YD0,07-09-2020,Tovi Kohi,Igoy,19:14:26,"Coffee Beer,",,2,0,20000,40000,0,,0,,0,40000,Transaksi,CASH,
35119YD0,07-09-2020,Tovi Kohi,Igoy,19:14:26,"Gula Aren, Flavour",,4,0,18000,72000,0,,0,,0,72000,Transaksi,CASH,
35119YD0,07-09-2020,Tovi Kohi,Igoy,19:14:26,"Indomie Rebus, Reguler",,1,0,8000,8000,0,,0,,0,8000,Transaksi,CASH,
35119YD0,07-09-2020,Tovi Kohi,Igoy,19:14:26,"Martini,",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
35119YD0,07-09-2020,Tovi Kohi,Igoy,19:14:26,"Mochacino, Ice",,3,0,20000,60000,0,,0,,0,60000,Transaksi,CASH,
35119YD0,07-09-2020,Tovi Kohi,Igoy,19:14:26,"Piccolo, Ice",,1,0,14000,14000,0,,0,,0,14000,Transaksi,CASH,
35119YD0,07-09-2020,Tovi Kohi,Igoy,19:14:26,"Vietnam Drip, Hot",,1,0,14000,14000,0,,0,,0,14000,Transaksi,CASH,
35118EE0,07-09-2020,Tovi Kohi,Pipah,18:09:22,"Mochacino, Ice",,1,0,20000,20000,0,,0,,0,20000,Transaksi,CASH,
351172GN,07-09-2020,Tovi Kohi,Pipah,17:40:15,"Gula Aren, Brown Sugar",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
35117HBX,07-09-2020,Tovi Kohi,Pipah,17:34:10,"Bowl Ayam Sauce Asam Manis, Reguler",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
35117UO6,07-09-2020,Tovi Kohi,Pipah,17:23:23,"Gula Aren, Flavour",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
35117UO6,07-09-2020,Tovi Kohi,Pipah,17:23:23,"Mochacino, Ice",,2,0,20000,40000,0,,0,,0,40000,Transaksi,CASH,
35117UO6,07-09-2020,Tovi Kohi,Pipah,17:23:23,"Piccolo, Ice",,1,0,14000,14000,0,,0,,0,14000,Transaksi,CASH,
35116T29,07-09-2020,Tovi Kohi,Pipah,16:28:56,"Gula Aren, Flavour",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
3511615E,07-09-2020,Tovi Kohi,Henggar Vyasto,16:15:00,"Cafe Latte, Flavour",,4,0,18000,72000,0,,0,,0,72000,Transaksi,CASH,
3511615E,07-09-2020,Tovi Kohi,Henggar Vyasto,16:15:00,"Tea, Ice Tea",,1,0,14000,14000,0,,0,,0,14000,Transaksi,CASH,
3502233Y,06-09-2020,Tovi Kohi,Henggar Vyasto,22:26:28,"Cireng , Reguler",,4,0,15000,60000,0,,0,,0,60000,Transaksi,CASH,
35021U23,06-09-2020,Tovi Kohi,Henggar Vyasto,21:48:01,"Americano, Hot",,1,0,13000,13000,0,,0,,0,13000,Transaksi,CASH,
35021U23,06-09-2020,Tovi Kohi,Henggar Vyasto,21:48:01,"Mochacino, Ice",,1,0,20000,20000,0,,0,,0,20000,Transaksi,CASH,
35021U23,06-09-2020,Tovi Kohi,Henggar Vyasto,21:48:01,"V-60, Original",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
350215PX,06-09-2020,Tovi Kohi,Pipah,21:31:05,rice bowl,,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
35021SMR,06-09-2020,Tovi Kohi,Pipah,21:01:28,cireng,,1,0,13000,13000,0,,0,,0,13000,Transaksi,CASH,
35020TH2,06-09-2020,Tovi Kohi,Pipah,20:52:02,rich bowl,,1,0,105000,105000,0,,0,,0,105000,Transaksi,CASH,
35020BAH,06-09-2020,Tovi Kohi,Pipah,20:44:23,"Choco Latte, Ice",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
35020HF2,06-09-2020,Tovi Kohi,Pipah,20:43:49,"Piccolo, Ice",,1,0,14000,14000,0,,0,,0,14000,Transaksi,CASH,
35020QNZ,06-09-2020,Tovi Kohi,Pipah,20:36:29,"Cafe Latte, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
35020QNZ,06-09-2020,Tovi Kohi,Pipah,20:36:29,"Gula Aren, Brown Sugar",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
35020M9U,06-09-2020,Tovi Kohi,Pipah,20:03:41,"Chocho Velvet,",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
35019RCR,06-09-2020,Tovi Kohi,Henggar Vyasto,19:42:58,"Coffee Crema,",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
35019RCR,06-09-2020,Tovi Kohi,Henggar Vyasto,19:42:58,"Mochacino, Ice",,1,0,20000,20000,0,,0,,0,20000,Transaksi,CASH,
35019C2T,06-09-2020,Tovi Kohi,Henggar Vyasto,19:24:40,"Americano, Hot",,2,0,13000,26000,0,,0,,0,26000,Transaksi,CASH,
35019C2T,06-09-2020,Tovi Kohi,Henggar Vyasto,19:24:40,"Chocho Velvet,",,2,0,15000,30000,0,,0,,0,30000,Transaksi,CASH,
35019C2T,06-09-2020,Tovi Kohi,Henggar Vyasto,19:24:40,"Mochacino, Ice",,2,0,20000,40000,0,,0,,0,40000,Transaksi,CASH,
35019ABB,06-09-2020,Tovi Kohi,Pipah,19:05:54,"Choco Latte, Hot",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
35019ABB,06-09-2020,Tovi Kohi,Pipah,19:05:54,"Gula Aren, Brown Sugar",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
35019ABB,06-09-2020,Tovi Kohi,Pipah,19:05:54,"Gula Aren, Flavour",,2,0,18000,36000,0,,0,,0,36000,Transaksi,CASH,
35019ABB,06-09-2020,Tovi Kohi,Pipah,19:05:54,"Gula Aren, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
35019ABB,06-09-2020,Tovi Kohi,Pipah,19:05:54,"Vietnam Drip, Hot",,1,0,14000,14000,0,,0,,0,14000,Transaksi,CASH,
35018HY9,06-09-2020,Tovi Kohi,Pipah,18:00:24,"Gula Aren, Brown Sugar",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
35018HY9,06-09-2020,Tovi Kohi,Pipah,18:00:24,"Gula Aren, Flavour",,3,0,18000,54000,0,,0,,0,54000,Transaksi,CASH,
35017MIG,06-09-2020,Tovi Kohi,Pipah,17:51:18,"Gula Aren, Flavour",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
350178JF,06-09-2020,Tovi Kohi,Pipah,17:49:04,"Cafe Latte, Flavour",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
350178JF,06-09-2020,Tovi Kohi,Pipah,17:49:04,"Cappuchino, Classic",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
350178JF,06-09-2020,Tovi Kohi,Pipah,17:49:04,"Cappuchino, Ice",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
350178JF,06-09-2020,Tovi Kohi,Pipah,17:49:04,"Piccolo, Ice",,2,0,14000,28000,0,,0,,0,28000,Transaksi,CASH,
35017T22,06-09-2020,Tovi Kohi,Pipah,17:10:51,"Cafe Latte, Flavour",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
35016CWN,06-09-2020,Tovi Kohi,Henggar Vyasto,16:46:42,"Cafe Latte, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
35016CWN,06-09-2020,Tovi Kohi,Henggar Vyasto,16:46:42,"Long Black,",,1,0,13000,13000,0,,0,,0,13000,Transaksi,CASH,
350158TB,06-09-2020,Tovi Kohi,Pipah,15:54:34,"Extra Shoot,",,1,0,2000,2000,0,,0,,0,2000,Transaksi,CASH,
350158TB,06-09-2020,Tovi Kohi,Pipah,15:54:34,"Gula Aren, Flavour",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
35001BB5,06-09-2020,Tovi Kohi,Henggar Vyasto,01:12:15,"Americano, Hot",,1,0,13000,13000,0,,0,,0,13000,Transaksi,CASH,
34922RZV,05-09-2020,Tovi Kohi,Henggar Vyasto,22:55:54,"Cafe Latte, Flavour",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
34922OY6,05-09-2020,Tovi Kohi,Henggar Vyasto,22:33:36,"Cafe Latte, Flavour",,2,0,18000,36000,0,,0,,0,36000,Transaksi,CASH,
34922OY6,05-09-2020,Tovi Kohi,Henggar Vyasto,22:33:36,"Cafe Latte, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
349225TW,05-09-2020,Tovi Kohi,Henggar Vyasto,22:04:28,"Doppio,",,1,0,10000,10000,0,,0,,0,10000,Transaksi,CASH,
349225TW,05-09-2020,Tovi Kohi,Henggar Vyasto,22:04:28,"Tea, Ice Tea",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
34921QAN,05-09-2020,Tovi Kohi,Pipah,21:26:43,"Cafe Latte, Flavour",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
34921QAN,05-09-2020,Tovi Kohi,Pipah,21:26:43,"Choco Latte, Ice",,2,0,18000,36000,0,,0,,0,36000,Transaksi,CASH,
34921QAN,05-09-2020,Tovi Kohi,Pipah,21:26:43,"Gula Aren, Flavour",,2,0,18000,36000,0,,0,,0,36000,Transaksi,CASH,
34921UCM,05-09-2020,Tovi Kohi,Pipah,21:15:44,"Choco Latte, Ice",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
34921UCM,05-09-2020,Tovi Kohi,Pipah,21:15:44,"Gula Aren, Flavour",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
34920HB6,05-09-2020,Tovi Kohi,Pipah,20:52:21,"Cafe Latte, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
34920WEC,05-09-2020,Tovi Kohi,Pipah,20:48:01,milk sk,,1,0,14000,14000,0,,0,,0,14000,Transaksi,CASH,
34920M9A,05-09-2020,Tovi Kohi,Pipah,20:46:44,"Choco Latte, Ice",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
34920M9A,05-09-2020,Tovi Kohi,Pipah,20:46:44,milk sk,,1,0,14000,14000,0,,0,,0,14000,Transaksi,CASH,
34920D4G,05-09-2020,Tovi Kohi,Pipah,20:21:41,"Tea, Ice Tea",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
34920NTQ,05-09-2020,Tovi Kohi,Pipah,20:21:23,"Choco Latte, Ice",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
34920NTQ,05-09-2020,Tovi Kohi,Pipah,20:21:23,"Tea, Ice Tea",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
34920HR5,05-09-2020,Tovi Kohi,Pipah,20:21:03,"Choco Latte, Ice",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
34920HR5,05-09-2020,Tovi Kohi,Pipah,20:21:03,"Gula Aren, Flavour",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
34919Y3Y,05-09-2020,Tovi Kohi,Pipah,19:40:17,"Americano, Ice",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
34919Y3Y,05-09-2020,Tovi Kohi,Pipah,19:40:17,"Vietnam Drip, Ice",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
34919WE6,05-09-2020,Tovi Kohi,Pipah,19:16:31,"Gula Aren, Flavour",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
34919ANX,05-09-2020,Tovi Kohi,Pipah,19:12:47,"Cafe Latte, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
34919ANX,05-09-2020,Tovi Kohi,Pipah,19:12:47,"Gula Aren, Original",,2,0,16000,32000,0,,0,,0,32000,Transaksi,CASH,
34919ANX,05-09-2020,Tovi Kohi,Pipah,19:12:47,"Tea, Ice Tea",,2,0,16000,32000,0,,0,,0,32000,Transaksi,CASH,
34919ANX,05-09-2020,Tovi Kohi,Pipah,19:12:47,"Piccolo, Ice",,1,0,14000,14000,0,,0,,0,14000,Transaksi,CASH,
34919B0V,05-09-2020,Tovi Kohi,Pipah,19:12:36,"Americano, Hot",,1,0,13000,13000,0,,0,,0,13000,Transaksi,CASH,
34919B0V,05-09-2020,Tovi Kohi,Pipah,19:12:36,"Gula Aren, Flavour",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
34919U6I,05-09-2020,Tovi Kohi,Pipah,19:12:27,"Choco Latte, Ice",,2,0,18000,36000,0,,0,,0,36000,Transaksi,CASH,
34919U6I,05-09-2020,Tovi Kohi,Pipah,19:12:27,"Gula Aren, Flavour",,2,0,18000,36000,0,,0,,0,36000,Transaksi,CASH,
34919U6I,05-09-2020,Tovi Kohi,Pipah,19:12:27,"Tea, Ice Tea",,3,0,16000,48000,0,,0,,0,48000,Transaksi,CASH,
34919CWZ,05-09-2020,Tovi Kohi,Pipah,19:11:30,"Choco Latte, Ice",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
34919CWZ,05-09-2020,Tovi Kohi,Pipah,19:11:30,"Gula Aren, Flavour",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
344173KW,31-08-2020,Tovi Kohi,Henggar Vyasto,17:47:57,"Gula Aren, Original",,2,0,16000,32000,0,,0,,0,32000,Transaksi,CASH,
34320R5I,30-08-2020,Tovi Kohi,Henggar Vyasto,20:07:03,"Gula Aren, Original",,2,0,16000,32000,0,,0,,0,32000,Transaksi,CASH,
34320R5I,30-08-2020,Tovi Kohi,Henggar Vyasto,20:07:03,"To - Brew,",,1,0,10000,10000,0,,0,,0,10000,Transaksi,CASH,
34320R5I,30-08-2020,Tovi Kohi,Henggar Vyasto,20:07:03,"V-60, Japstyle",,3,0,17000,51000,0,,0,,0,51000,Transaksi,CASH,
34123OLR,28-08-2020,Tovi Kohi,Henggar Vyasto,23:13:37,"Gula Aren, Original",,2,0,16000,32000,0,,0,,0,32000,Transaksi,CASH,
34120MZ9,28-08-2020,Tovi Kohi,Henggar Vyasto,20:54:14,"Gula Aren, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
34120MZ9,28-08-2020,Tovi Kohi,Henggar Vyasto,20:54:14,"To - Brew,",,1,0,10000,10000,0,,0,,0,10000,Transaksi,CASH,
34120MZ9,28-08-2020,Tovi Kohi,Henggar Vyasto,20:54:14,"V-60, Japstyle",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
34021KO1,27-08-2020,Tovi Kohi,Henggar Vyasto,21:36:14,"Gula Aren, Original",,2,0,16000,32000,0,,0,,0,32000,Transaksi,CASH,
34021KO1,27-08-2020,Tovi Kohi,Henggar Vyasto,21:36:14,"Martini,",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
34021KO1,27-08-2020,Tovi Kohi,Henggar Vyasto,21:36:14,"V-60, Japstyle",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
339199EU,26-08-2020,Tovi Kohi,Henggar Vyasto,19:55:12,"Gula Aren, Original",,7,0,16000,112000,0,,0,,0,112000,Transaksi,CASH,
339199EU,26-08-2020,Tovi Kohi,Henggar Vyasto,19:55:12,"Vietnam Drip, Hot",,1,0,14000,14000,0,,0,,0,14000,Transaksi,CASH,
33621BOO,23-08-2020,Tovi Kohi,Henggar Vyasto,21:52:25,"Americano, Hot",,1,0,13000,13000,0,,0,,0,13000,Transaksi,CASH,
33621BOO,23-08-2020,Tovi Kohi,Henggar Vyasto,21:52:25,"Cafe Latte, Original",,4,0,16000,64000,0,,0,,0,64000,Transaksi,CASH,
33621BOO,23-08-2020,Tovi Kohi,Henggar Vyasto,21:52:25,"Gula Aren, Original",,2,0,16000,32000,0,,0,,0,32000,Transaksi,CASH,
33621BOO,23-08-2020,Tovi Kohi,Henggar Vyasto,21:52:25,"V-60, Japstyle",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
33521IR7,22-08-2020,Tovi Kohi,Henggar Vyasto,21:45:29,"Gula Aren, Original",,2,0,16000,32000,0,,0,,0,32000,Transaksi,CASH,
335185VQ,22-08-2020,Tovi Kohi,Henggar Vyasto,18:03:20,"Gula Aren, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
335185VQ,22-08-2020,Tovi Kohi,Henggar Vyasto,18:03:20,"Long Black,",,1,0,13000,13000,0,,0,,0,13000,Transaksi,CASH,
335185VQ,22-08-2020,Tovi Kohi,Henggar Vyasto,18:03:20,"Mochacino, Hot",,2,0,18000,36000,0,,0,,0,36000,Transaksi,CASH,
335185VQ,22-08-2020,Tovi Kohi,Henggar Vyasto,18:03:20,"To - Brew,",,1,0,10000,10000,0,,0,,0,10000,Transaksi,CASH,
33518ZMR,22-08-2020,Tovi Kohi,Henggar Vyasto,18:02:39,"Gula Aren, Flavour",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
33518ZMR,22-08-2020,Tovi Kohi,Henggar Vyasto,18:02:39,"Gula Aren, Original",,2,0,16000,32000,0,,0,,0,32000,Transaksi,CASH,
333200WN,20-08-2020,Tovi Kohi,Henggar Vyasto,20:33:56,"Choco Latte, Hot",,2,0,16000,32000,0,,0,,0,32000,Transaksi,CASH,
333200WN,20-08-2020,Tovi Kohi,Henggar Vyasto,20:33:56,"Gula Aren, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
333200WN,20-08-2020,Tovi Kohi,Henggar Vyasto,20:33:56,"Piccolo, Hot",,1,0,13000,13000,0,,0,,0,13000,Transaksi,CASH,
14022ZEB,19-05-2020,Tovi Kohi,Ilyas Sputra,22:18:01,"Choco Latte, Ice",,3,0,18000,54000,0,,0,,0,54000,Transaksi,CASH,
14022ZEB,19-05-2020,Tovi Kohi,Ilyas Sputra,22:18:01,"Gula Aren, Original",,3,0,16000,48000,0,,0,,0,48000,Transaksi,CASH,
14022ZEB,19-05-2020,Tovi Kohi,Ilyas Sputra,22:18:01,"Flat White,",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
14022ZEB,19-05-2020,Tovi Kohi,Ilyas Sputra,22:18:01,"Cafe Latte, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
14022ZEB,19-05-2020,Tovi Kohi,Ilyas Sputra,22:18:01,"Shake Presso, Original",,1,0,15000,15000,0,,0,,0,15000,Transaksi,CASH,
14019F0P,19-05-2020,Tovi Kohi,Ilyas Sputra,19:36:19,"Long Black,",,1,0,13000,13000,0,,0,,0,13000,Transaksi,CASH,
14019F0P,19-05-2020,Tovi Kohi,Ilyas Sputra,19:36:19,"Choco Latte, Ice",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
14019F0P,19-05-2020,Tovi Kohi,Ilyas Sputra,19:36:19,"Cappuchino, Classic",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
14019KLX,19-05-2020,Tovi Kohi,Ilyas Sputra,19:13:09,"Gula Aren, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
14018LM9,19-05-2020,Tovi Kohi,Ilyas Sputra,18:42:47,"Gula Aren, Original",,3,0,16000,48000,0,,0,,0,48000,Transaksi,CASH,
13822G6O,17-05-2020,Tovi Kohi,Ilyas Sputra,22:36:09,"Cafe Latte, Flavour",,3,0,18000,54000,0,,0,,0,54000,Transaksi,CASH,
13822IFL,17-05-2020,Tovi Kohi,Ilyas Sputra,22:03:04,"Mochacino, Ice",,1,0,20000,20000,0,,0,,0,20000,Transaksi,CASH,
13821KTE,17-05-2020,Tovi Kohi,Ilyas Sputra,21:43:31,"Cafe Latte, Flavour",,2,0,18000,36000,0,,0,,0,36000,Transaksi,CASH,
13821KTE,17-05-2020,Tovi Kohi,Ilyas Sputra,21:43:31,"Japanese Ice, Signature",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
13821KTE,17-05-2020,Tovi Kohi,Ilyas Sputra,21:43:31,"Gula Aren, Original",,2,0,16000,32000,0,,0,,0,32000,Transaksi,CASH,
13821KTE,17-05-2020,Tovi Kohi,Ilyas Sputra,21:43:31,"Choco Latte, Ice",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
13821KTE,17-05-2020,Tovi Kohi,Ilyas Sputra,21:43:31,"Red Velvet, Ice",,3,0,17000,51000,0,,0,,0,51000,Transaksi,CASH,
13821KTE,17-05-2020,Tovi Kohi,Ilyas Sputra,21:43:31,"Long Black,",,1,0,13000,13000,0,,0,,0,13000,Transaksi,CASH,
10721V92,16-04-2020,Tovi Kohi,Ilyas Sputra,21:47:08,"Long Black,",,1,0,13000,13000,0,,0,,0,13000,Transaksi,CASH,
10721V92,16-04-2020,Tovi Kohi,Ilyas Sputra,21:47:08,"Vietnam Drip, Hot",,1,0,14000,14000,0,,0,,0,14000,Transaksi,CASH,
10721L1P,16-04-2020,Tovi Kohi,Ilyas Sputra,21:46:49,"Cappuchino, Classic",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
10721Z23,16-04-2020,Tovi Kohi,Ilyas Sputra,21:46:33,"Cafe Latte, Flavour",,2,0,18000,36000,0,,0,,0,36000,Transaksi,CASH,
1062071B,15-04-2020,Tovi Kohi,Ilyas Sputra,20:14:22,"Gula Aren, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
10619DGH,15-04-2020,Tovi Kohi,Ilyas Sputra,19:07:11,"Cafe Latte, Flavour",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
10619DGH,15-04-2020,Tovi Kohi,Ilyas Sputra,19:07:11,"Vietnam Drip, Hot",,1,0,14000,14000,0,,0,,0,14000,Transaksi,CASH,
10619DGH,15-04-2020,Tovi Kohi,Ilyas Sputra,19:07:11,"Flat White,",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
10520MLV,14-04-2020,Tovi Kohi,Ilyas Sputra,20:37:07,"Cafe Latte, Flavour",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
10518MUI,14-04-2020,Tovi Kohi,Ilyas Sputra,18:05:12,"Matcha Latte, Ice",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
1051788I,14-04-2020,Tovi Kohi,Ilyas Sputra,17:04:38,"Doppio,",,8,0,10000,80000,0,,0,,0,80000,Transaksi,CASH,
105165BO,14-04-2020,Tovi Kohi,Ilyas Sputra,16:41:39,"Gula Aren, Original",,3,0,16000,48000,0,,0,,0,48000,Transaksi,CASH,
10420Y3V,13-04-2020,Tovi Kohi,Ilyas Sputra,20:09:08,"Shake Presso, Lemon",,2,0,17000,34000,0,,0,,0,34000,Transaksi,CASH,
10419J1X,13-04-2020,Tovi Kohi,Ilyas Sputra,19:24:26,"Flat White,",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
10419G2R,13-04-2020,Tovi Kohi,Ilyas Sputra,19:24:10,"Doppio,",,1,0,10000,10000,0,,0,,0,10000,Transaksi,CASH,
10419Z5L,13-04-2020,Tovi Kohi,Ilyas Sputra,19:23:11,"Lemon Tea, Ice",,2,0,9000,18000,0,,0,,0,18000,Transaksi,CASH,
104192WG,13-04-2020,Tovi Kohi,Ilyas Sputra,19:22:49,"Gula Aren, Original",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
10416GU7,13-04-2020,Tovi Kohi,Ilyas Sputra,16:00:11,"Red Velvet, Ice",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
10415BIJ,13-04-2020,Tovi Kohi,Ilyas Sputra,15:59:52,"Shake Presso, Lemon",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
10415PKD,13-04-2020,Tovi Kohi,Ilyas Sputra,15:40:02,"Flat White,",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
1031839V,12-04-2020,Tovi Kohi,Ilyas Sputra,18:13:02,"Vietnam Drip, Hot",,1,0,14000,14000,0,,0,,0,14000,Transaksi,CASH,
10317DO4,12-04-2020,Tovi Kohi,Ilyas Sputra,17:21:11,"Japanese Ice, Signature",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
10317DO4,12-04-2020,Tovi Kohi,Ilyas Sputra,17:21:11,"Americano, Ice",,1,0,12000,12000,0,,0,,0,12000,Transaksi,CASH,
10317BVH,12-04-2020,Tovi Kohi,Ilyas Sputra,17:19:44,"Flat White,",,1,0,17000,17000,0,,0,,0,17000,Transaksi,CASH,
10317BVH,12-04-2020,Tovi Kohi,Ilyas Sputra,17:19:44,"Long Black,",,1,0,13000,13000,0,,0,,0,13000,Transaksi,CASH,
10219U0N,11-04-2020,Tovi Kohi,Ilyas Sputra,19:49:43,"Cappuchino, Classic",,1,0,16000,16000,0,,0,,0,16000,Transaksi,CASH,
10218PNQ,11-04-2020,Tovi Kohi,Ilyas Sputra,18:25:00,"Choco Latte, Ice",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
10218PNQ,11-04-2020,Tovi Kohi,Ilyas Sputra,18:25:00,"Gula Aren, Original",,4,0,16000,64000,0,,0,,0,64000,Transaksi,CASH,
10218PNQ,11-04-2020,Tovi Kohi,Ilyas Sputra,18:25:00,"Cafe Latte, Flavour",,1,0,18000,18000,0,,0,,0,18000,Transaksi,CASH,
